ID_Empresa;RazaoSocial;ID_Classificacao;Endereco;Municipio;UF;Telefone;NumLicencaFEEMA;ValorContrato;ValorTonelada;FlagRelContaminado;FlagRelReciclavel;FlagRelSucata;TipoResumoGeral;Responsavel;Obs;ID_Fantasia;CEP;CNPJ;InscEstado;InscMunic;Email;TelefoneII
126;"Sistac Sistema de Acesso Ltda";1;"Rua 14 Lote  - 1991 - Cidade Gebara";Itaborai;Rj;"(21) 36385044";NULL;NULL;NULL;F;F;F;1;"SrÂª  Claudia E. J. Sobrinho";NULL;0;NULL;NULL;NULL;NULL;NULL;NULL
127;"Vetco Gray oleo e Gas Ltda";1;"Est. da Fazenda Sao Jose do Mutum n 200 Predio 02 Imboassica";Macae;RJ;"22 2773-3540";NULL;NULL;NULL;F;F;F;1;"Srª Ingrid Ribeiro";...;62;NULL;05635291000299;77553240;NULL;NULL;NULL
128;"Weatherford Industria e comercio Ltda";1;"Estr. Melquiades R. Almeida N 350  - Imboassica";Macae;RJ;"22 2773-9700";NULL;NULL;NULL;F;F;F;1;"Srª Carla Vivone";NULL;57;NULL;93189694000723;76020736;NULL;NULL;NULL
129;"Consorcio PCP - ENGEVIX";1;"Av.  W 3  S/N  - Sitio  12  - Lagomar";Macae;RJ;"22 2773 1102";NULL;NULL;NULL;F;F;F;1;"Srª Fatima Maria Paula de Oliveira";NULL;34;NULL;05521049000103;77586973;NULL;NULL;NULL
130;"TRIBEL Trat. de Residuos Ind.";3;"Estrada da Boa EsperanÃ§a, 650 - Parte";"Belford Roxo";RJ;"21 2762-5203";NULL;NULL;NULL;F;F;F;1;"SrÂ° Carlos Bernande";NULL;81;NULL;NULL;NULL;NULL;NULL;NULL
131;"Inspetoria da Receita Federal - Unidade Macae";1;"Rua Carlos Tinoco Garcia, 295";Macae;RJ;22;NULL;NULL;NULL;F;F;F;1;;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL
132;"Transmagno Transportes Rodoviarios Ltda";1;"Av. Gastao H. Schuller, 318 - Botafogo";"Rio de Janeiro";RJ;"21 2765-9600";NULL;NULL;NULL;F;F;F;1;"Srº°  Marcos Lima";...;53;NULL;28299386000101;82692398;NULL;NULL;NULL
133;"Ceramica Ki - Joinha Ltda - ME";3;"Estrada da Babosa S/N - 5Âº Distrito";"C. dos Goytacazes";RJ;"(22) 2721-6321";NULL;NULL;NULL;F;F;F;1;;NULL;78;NULL;NULL;NULL;NULL;NULL;NULL
134;"Acergy Brasil S/A - Base";1;"Av. Pref. Aristeu F. Silva, 1661 Novo Cavaleiros";Macae;Rj;"(22) 27739964";NULL;NULL;NULL;F;F;F;1;"Sr. Joubert Tomaz de Souza Jr";...;1;NULL;42153155000108;83330670;NULL;NULL;NULL
137;"Brasdril Sociedade de Perf. Ltda - NS 21";1;"Rua da Perfuração, 1 - Lt Pq de Tubos - Imboassica";Macae;RJ;"(22) 2123-5600";NULL;NULL;NULL;F;F;F;1;"Srª Rosangela Cabral Fernandes";...;12;27925540;NULL;NULL;NULL;NULL;NULL
138;"Brasdril Sociedade de Perf. Ltda - SS 37";1;"Rua da Perfuração, 1 - Lt Pq de Tubos - Imboassica";Macae;RJ;"(22) 2123-5600";NULL;NULL;NULL;F;F;F;1;"Srª Rosangela Cabral Fernandes";...;12;27925540;NULL;NULL;NULL;NULL;NULL
139;"Brasdril Sociedade de Perf. Ltda - SS 54";1;"Rua da Perfuração, 1 - Lt Pq de Tubos - Imboassica";Macae;RJ;"(22) 2123-5600";NULL;NULL;NULL;F;F;F;1;"Srª Rosangela Cabral Fernandes";...;12;27925540;NULL;NULL;NULL;NULL;NULL
140;"Brasdril Sociedade de Perf. Ltda - SS 55";1;"Rua da Perfuração, 1 - Lt Pq de Tubos - Imboassica";Macae;RJ;"(22) 2123-5600";NULL;NULL;NULL;F;F;F;1;"Srª Rosangela Cabral Fernandes";NULL;12;27925540;NULL;NULL;NULL;NULL;NULL
141;"Noble do Brasil S/C Ltda - NS 15";1;"Rua Alameda do Açude, 175 - Novo Cavaleiros";Macae;RJ;(22)27730101;NULL;NULL;NULL;F;F;F;1;"Sra. Paula Salles / Marcele Meireles";NULL;10;NULL;NULL;NULL;NULL;NULL;NULL
142;"Noble do Brasil S/C Ltda - NS 17";1;"Rua Alameda do Açude, 175 - Novo Cavaleiros";Macae;RJ;(22)27730101;NULL;NULL;NULL;F;F;F;1;"Sra. Paula Salles / Marcele Meireles";NULL;10;NULL;NULL;NULL;NULL;NULL;NULL
143;"Noble do Brasil S/C Ltda - NS 18";1;"Rua Alameda do Açude, 175 - Novo Cavaleiros";Macae;RJ;(22)27730101;NULL;NULL;NULL;F;F;F;1;"Sra. Paula Salles / Marcele Meireles";NULL;10;NULL;NULL;NULL;NULL;NULL;NULL
144;"Noble do Brasil S/C Ltda - SS 53";1;"Rua Alameda do Açude, 175 - Novo Cavaleiros";Macae;RJ;(22)27730101;NULL;NULL;NULL;F;F;F;1;"Sra. Paula Salles / Marcele Meireles";NULL;10;NULL;NULL;NULL;NULL;NULL;NULL
145;"Transocean Brasil Ltda - Base";1;"Av. Pref. Aristeu F. Silva, 2.500 - N. Cavaleiros";Macae;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"SrÂª Daniele Azevedo";NULL;18;27970430;NULL;NULL;NULL;NULL;NULL
146;"Transocean Brasil Ltda - NS 16";1;"Av. Pref. Aristeu F. Silva, 2.500 - N. Cavaleiros";Macae;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"SrÂª Daniele Azevedo";NULL;18;NULL;NULL;NULL;NULL;NULL;NULL
147;"Transocean Brasil Ltda - NS 20";1;"Av. Pref. Aristeu F. Silva, 2.500 - N. Cavaleiros";Macae;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"Srª Daniele Azevedo";NULL;18;NULL;NULL;NULL;NULL;NULL;NULL
148;"Transocean Brasil Ltda - NS 22";1;"Av. Pref. Aristeu F. Silva, 2.500 - N. Cavaleiros";Macae;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"Srª Daniele Azevedo";NULL;18;NULL;NULL;NULL;NULL;NULL;NULL
149;"Transocean Brasil Ltda - SS 43";1;"Av. Pref. Aristeu F. Silva, 2.500 - N. Cavaleiros";Macae;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"Srª Daniele Azevedo";NULL;18;NULL;NULL;NULL;NULL;NULL;NULL
150;"Transocean Brasil Ltda - SS 49";1;"Av. Pref. Aristeu F. Silva, 2.500 - N. Cavaleiros";Macae;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"SrÂª Daniele Azevedo";NULL;18;NULL;NULL;NULL;NULL;NULL;NULL
151;"Transocean Brasil Ltda - SS 50";1;"Av. Pref. Aristeu F. Silva, 2.500 - N. Cavaleiros";Macae;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"SrÂª Daniele Azevedo";NULL;18;NULL;NULL;NULL;NULL;NULL;NULL
152;"Transocean Brasil Ltda - SS 59";1;"Av. Pref. Aristeu F. Silva, 2.500 - N. Cavaleiros";Macae;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"SrÂª Daniele Azevedo";NULL;18;NULL;NULL;NULL;NULL;NULL;NULL
153;"Transocean Brasil Ltda - NS 23";1;"Av. Pref. Aristeu F. Silva, 2.500 - N. Cavaleiros";Macae;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"Srª Daniele Azevedo";NULL;18;NULL;NULL;NULL;NULL;NULL;NULL
154;"Transocean Brasil Ltda - SS 41";1;"Av. Pref. Aristeu F. Silva, 2.500 - N. Cavaleiros";Macae;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"Srª Daniele Azevedo";NULL;18;NULL;NULL;NULL;NULL;NULL;NULL
155;"Bos Navegaçao  S/A - Far Centurion";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macae;RJ;MacaÃ©;NULL;NULL;NULL;F;F;F;1;"Srº Felipe Meira";NULL;17;NULL;02873339000180;76099960;NULL;NULL;NULL
156;"Bos Navegaçao S/A - Toisa Conqueror";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macae;Rj;NULL;NULL;NULL;NULL;F;F;F;1;"Srº Felipe Meira";NULL;17;NULL;02873539000180;76099960;NULL;NULL;NULL
157;"Bos Navegaçao S/A - Far Sea";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macae;Rj;NULL;NULL;NULL;NULL;F;F;F;1;"Sr° Felipe Meira";NULL;17;NULL;02873539000180;76099960;NULL;NULL;NULL
158;"Bos Navegaçao S/A - Far Crusader";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macae;Rj;NULL;NULL;NULL;NULL;F;F;F;1;"Sr° Felipe Meira";NULL;17;NULL;02873539000180;76099960;NULL;NULL;NULL
159;"Bos Navegaçao S/A - T. Sentinel";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sr°  Felipe Meira";NULL;17;NULL;02873539000180;76099960;NULL;NULL;NULL
160;"Queiroz Galvao oleo e Gas S.A Base";1;"Av. Pref. Aristeu F. Silva, 2779 - N. Cavaleiros";Macae;RJ;"(22) 2773-0500";NULL;NULL;NULL;F;F;F;1;"Sr.MARTHA ROCHA LEMOS.";NULL;21;NULL;30521090000631;85768697;NULL;NULL;NULL
161;"Queiroz Galvao oleo e Gas S.A - SS 39";1;"Av. Pref. Aristeu F. Silva, 2779 - N. Cavaleiros";Macae;RJ;"(22) 2773-0500";NULL;NULL;NULL;F;F;F;1;"Sr. MARTHA ROCHA LEMOS.";NULL;21;NULL;NULL;NULL;NULL;NULL;NULL
162;"Queiroz Galvao oleo e Gas S.A SS 45";1;"Av. Pref. Aristeu F. Silva, 2779 - N. Cavaleiros";Macae;RJ;"(22) 2773-0500";NULL;NULL;NULL;F;F;F;1;"Sr. MARTHA ROCHA LEMOS.";NULL;21;NULL;NULL;NULL;NULL;NULL;NULL
163;"Pride do Brasil Serv. Petroleo Ltda - SS 57";1;"Rua Internacional, 1000 - G. dos Cavaleiros";Macae;RJ;(22)27918100;NULL;NULL;NULL;F;F;F;1;"Sra. Veronica Rocha";NULL;20;NULL;NULL;NULL;NULL;NULL;NULL
164;"Pride do Brasil Serv. Petroleo Ltda - SS 47";1;"Rua Internacional, 1000 - G. dos Cavaleiros";Macae;RJ;(22)27918100;NULL;NULL;NULL;F;F;F;1;"Sra.  Veronica Rocha";NULL;20;NULL;NULL;NULL;NULL;NULL;NULL
165;"Stolt Offshore S/A - Seco";1;"Av. Pref.Aristeu F. Silva, 1661 - N. Cavaleiros";MacaÃ?Â?Ã?ÂÃ?Â?Ã?ÂªÃ?Â?Ã?ÂªÃ?;RJ;(22)27739964;NULL;NULL;NULL;F;F;F;1;"EngÃ?Â?Ã?ÂÃ?Â?Ã?ÂªÃ?Â?Ã?Â¤Ã?Â?Ã?Â¡Ã?Â?Ã?Â«. JosÃ?";NULL;0;NULL;NULL;NULL;NULL;NULL;NULL
166;"Stolt Offshore S/A - Seha";1;"Av. Pref.Aristeu F. Silva, 1661 - N. Cavaleiros";MacaÃ?Â?Ã?ÂÃ?Â?Ã?ÂªÃ?Â?Ã?ÂªÃ?;Rj;22)27739964;NULL;NULL;NULL;F;F;F;1;"EngÃ?Â?Ã?ÂÃ?Â?Ã?ÂªÃ?Â?Ã?Â¤Ã?Â?Ã?Â¡Ã?Â?Ã?Â«. JosÃ?";NULL;0;NULL;NULL;NULL;NULL;NULL;NULL
167;"Acergy Brasil S/A - Seha";1;"Av. Pref. Aristeu F. Silva, 1661 Novo Cavaleiros";Macae;Rj;"(22) 27739964";NULL;NULL;NULL;F;F;F;1;"Sr. Joubert Tomaz de Souza Jr";NULL;1;NULL;NULL;NULL;NULL;NULL;NULL
168;"Acergy Brasil S/A - Seco";1;"Av. Pref. Aristeu F. Silva, 1661 Novo Cavaleiros";Macae;RJ;"(22) 27739964";NULL;NULL;NULL;F;F;F;1;"Sr. Joubert Tomaz de Souza Jr";...;1;NULL;NULL;NULL;NULL;NULL;NULL
169;"Ventura Petroleo S.A. - SS 51 LOUISIANA";1;"Estrada de Imboassica, 853 - Parte - Imboassica";Macae;RJ;(22)27919900;NULL;NULL;NULL;F;F;F;1;"Eng. Orlando Ricardo Villela";NULL;29;27937300;NULL;NULL;NULL;NULL;NULL
170;"Bos Navegacao  S/A - Far Sleipner";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sr°  Felipe Meira";NULL;17;NULL;02873539000180;76099960;NULL;NULL;NULL
171;"Bos Navegaço   S/A - Far Viscount";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sr° Felipe Meira";NULL;17;NULL;02873539000180;76099960;NULL;NULL;NULL
172;"Bos Navegaçao  S/A - Far Santana";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sr° Felipe Meira";NULL;17;NULL;02873539000180;76099960;NULL;NULL;NULL
173;"Bos Navegaçao  S/A - Far Senior";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sr°  Felipe Meira";NULL;17;NULL;02873539000180;76099960;NULL;NULL;NULL
174;"Pride do Brasil Serv. Petroleo Ltda - SS 56";1;"Rua Internacional, 1000 - G. dos Cavaleiros";Macae;RJ;(22)27918100;NULL;NULL;NULL;F;F;F;1;"Sra. Veronica Rocha";NULL;20;NULL;NULL;NULL;NULL;NULL;NULL
194;"Acergy Brasil S/A - N . Borg";1;"Av. Pref. Aristeu F. Silva, 1661 Novo Cavaleiros";Macae;RJ;"(22) 27739964";NULL;NULL;NULL;F;F;F;1;"Sr.Joubert Tomaz de Souza Jr";NULL;1;NULL;NULL;NULL;NULL;NULL;NULL
197;"Bos Navegaçao  S/A - Amazonia";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sr° Felipe Meira";NULL;17;NULL;NULL;NULL;NULL;NULL;NULL
202;"Subsea7 do Brasil Serv. Ltda - Lochnagar";1;"R.do Cavaleiro/Lote 10, Quadra G/Mar do Norte - Rio das Ostras";Macae;RJ;"(22) 3321-6450";NULL;NULL;NULL;F;F;F;1;"Srº  Wagner Piram";NULL;49;28890000;04.954.351/0006;NULL;NULL;NULL;NULL
203;"Subsea7 do Brasil Serv. Ltda - K 3000";1;"R.do Cavaleiro/Lote 10, Quadra G/Mar do Norte - Rio das Ostras";"Rio de Janeiro";RJ;"(22) 3321-6450";NULL;NULL;NULL;F;F;F;1;"Srº  Wagner Piram";NULL;49;28890000;04.954.351/0006;NULL;NULL;NULL;NULL
204;"Subsea7 do Brasil Serv. Ltda - K 2000";1;"R.do Cavaleiro/Lote 10, Quadra G/Mar do Norte - Rio das Ostras";"Rio de Janeiro";RJ;"(22) 3321-6450";NULL;NULL;NULL;F;F;F;1;"Srº  Wagner Piram";NULL;49;28890000;04.954.351/0006;NULL;NULL;NULL;NULL
207;"Tamco Lubrificantes Ltda";3;"Estrada do pÃ?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â³, nÃ?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Â?Ã?Âº";Caieiras;SP;"11 4447-4155";NULL;NULL;NULL;F;F;F;1;;NULL;0;NULL;NULL;NULL;NULL;NULL;NULL
208;"Bos Navegaçao S/A - Base";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macae;Rj;;NULL;NULL;NULL;F;F;F;1;"Srº Felipe Meira";NULL;17;NULL;02873539000180;76099960;NULL;NULL;NULL
209;"Subsea7 do Brasil Serv. Ltda - SS 57 Pride Brazil";1;"R.do Cavaleiro/Lote 10, Quadra G/Mar do Norte - Rio das Ostras";"Rio de Janeiro";RJ;"(22) 3321-6450";NULL;NULL;NULL;F;F;F;1;"Srº  Wagner Piram";NULL;49;28890000;04.954.351/0006;NULL;NULL;NULL;NULL
210;"Subsea7 do Brasil Serv. Ltda -SS 55";1;"R. Prefeito Aristeu F. da Silva, 1256";Macae;RJ;"(22) 27571161";;NULL;NULL;F;F;F;1;"Srº  Wagner Piram";NULL;49;NULL;NULL;NULL;NULL;NULL;NULL
211;"Schahin Engenharia Ltda - NS09 Sclancer";1;"R. Acad. Paulo S. Vasconcelos, 704 - G. dos Cav.";Macae;RJ;(22)27739327;NULL;NULL;NULL;F;F;F;1;"SrÂª Katarina de Souza";NULL;23;NULL;NULL;NULL;NULL;NULL;NULL
212;"Schahin Engenharia Ltda - Marfood";1;"R. Acad. Paulo S. Vasconcelos, 704 - G. dos Cav.";Macae;RJ;(22)27739327;NULL;NULL;NULL;F;F;F;1;"SrÂª  Katarina de Souza";NULL;23;NULL;NULL;NULL;NULL;NULL;NULL
216;"Schulumberger Serv. de Pet. Ltda - W & T";1;"Rua Academico Paulo Sergio Carvalho de Vasconcelos, 424 - Granja dos Cavale";Macae;RJ;"22 9986-1641";201308;NULL;NULL;F;F;F;1;"Sr. Carlos Viana Bersot";NULL;70;NULL;32319931000909;80933169;NULL;NULL;NULL
218;"Baker Hughes do Brasil Ltda  - NS 18";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RJ;(22)27652505;NULL;NULL;NULL;F;F;F;1;"Sr. Arildo S. Santos";NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
219;"Baker Hughes do Brasil Ltda - P-09";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RJ;(22)27652505;NULL;NULL;NULL;F;F;F;1;"Sr. Arildo S. Santos";NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
220;"Baker Hughes do Brasil Ltda - P-10";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RJ;(22)27652505;NULL;NULL;NULL;F;F;F;1;"Sr. Arildo S. Santos";NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
221;"Baker Hughes do Brasil Ltda - PCH 2";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RJ;(22)27652505;NULL;NULL;NULL;F;F;F;1;"Sr. Arildo S. Santos";NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
222;"Baker Hughes do Brasil Ltda - PNA 2";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RJ;(22)27652505;NULL;NULL;NULL;F;F;F;1;"Sr. Arildo S. Santos";NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
223;"Baker Hughes do Brasil Ltda - PPM 1";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RJ;(22)27652505;NULL;NULL;NULL;F;F;F;1;"Sr. Arildo S. Santos";NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
224;"Baker Hughes do Brasil Ltda - SS 55";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RJ;(22)27652505;NULL;NULL;NULL;F;F;F;1;"Sr. Arildo S. Santos";NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
225;"Brasdril Sociedade de Perf. Ltda - Area III";1;"Rua da Perfuração, 1 - Lt Pq de Tubos - Imboassica";Macae;RJ;"(22) 2123-5600";NULL;NULL;NULL;F;F;F;1;"Srª Rosangela Cabral Fernandes";NULL;12;27925540;NULL;NULL;NULL;NULL;NULL
226;"Krest Internacional Ltda";1;"Av. Pref. Aristeu Ferreira da Silva, 2829";"N. Cavaleiros";RJ;"22 27654614";NULL;NULL;NULL;F;F;F;1;"SrÃ?Â?Ã?ÂÃ?Â?Ã?Â¢Ã?Â?Ã?Â¬ Dilma Bispo Ferreira";...;0;NULL;73955544000342;86324172;NULL;NULL;NULL
227;"White Martins Gases Industriais Ltda";1;"Av. S 1 Nº 188 - Novo Cavaleiros";Macae;RJ;"22 2765 9255";NULL;NULL;NULL;F;F;F;1;"SrÂ° Olimpio Nassar Cardoso";NULL;63;NULL;35820448001299;85550691;NULL;NULL;NULL
228;"Baker Hughes do Brasil Ltda - SS 50";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RJ;(22)27652505;NULL;NULL;NULL;F;F;F;1;"Sr. Arildo S. Santos";NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
229;"Bos Navegaçao  S/A -  Turmalina";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macae;RJ;MacaE;NULL;NULL;NULL;F;F;F;1;"Sr° Felipe Meira";NULL;17;NULL;NULL;NULL;NULL;NULL;NULL
230;"Bos Navegaçao  S/A - Far Sailor";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macae;RJ;Macae;NULL;NULL;NULL;F;F;F;1;"Sr° Felipe Meira";NULL;17;NULL;02873539000180;76099960;NULL;NULL;NULL
231;"Bos Navegaçao  S/A - Toisa Tiger";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sr°  Felipe Meira";NULL;17;NULL;02873539000180;76099960;NULL;NULL;NULL
232;"Mendes Jr. Trad. e Engenharia S/A - PNA 1";1;"Estrada do Imburo KM 06 - Sitio Sao Jose";Macae;RJ;(22)27919524;NULL;NULL;NULL;F;F;F;1;"Eng. Raimundo de Assis Lima Junior";NULL;19;NULL;NULL;NULL;NULL;NULL;NULL
233;"Mendes Jr. Trad. e Engenharia S/A - PCH 1";1;"Estrada do Imburo KM 06 - Sitio Sao Jose";Macae;RJ;(22)27919524;NULL;NULL;NULL;F;F;T;1;"Eng. Raimundo de Assis Lima Junior";NULL;19;NULL;NULL;NULL;NULL;NULL;NULL
234;"Bos Navegaçao  S/A - Sealion Amazonia";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macae;Ma;NULL;NULL;NULL;NULL;F;F;F;1;"Sr°  Felipe Meira";NULL;17;NULL;NULL;NULL;NULL;NULL;NULL
235;"SBM do Brasil Ltda - Espadarte";1;"R. Jose de Aguiar Franco, 327 - Costa do Sol";Macae;RJ;22)27739400;NULL;NULL;NULL;F;F;F;1;"Sr. Patrick Bogue.";NULL;22;NULL;NULL;NULL;NULL;NULL;NULL
236;"Mendes Jr. Trad. e Engenharia S/A - PCH2";1;"Estrada do Imburo KM 06 - Sitio Sao Jose";Macae;RJ;(22)27919524;NULL;NULL;NULL;F;F;F;1;"Eng. Raimundo de Assis Lima Junior";NULL;19;NULL;NULL;NULL;NULL;NULL;NULL
237;"Mendes Jr. Trad. e Engenharia S/A - PNA2";1;"Estrada do Imburo KM 06 - Sitio Sao Jose";Macae;RJ;(22)27919524;NULL;NULL;NULL;F;F;F;1;"Eng. Raimundo de Assis Lima Junior";NULL;19;NULL;NULL;NULL;NULL;NULL;NULL
238;"Mendes Jr. Trad. e Engenharia S/A - P09";1;"Estrada do Imburo KM 06 - Sitio Sao Jose";Macae;RJ;(22)27919524;NULL;NULL;NULL;F;F;F;1;"Eng. Raimundo de Assis Lima Junior";NULL;19;NULL;NULL;NULL;NULL;NULL;NULL
239;"Mendes Jr. Trad. e Engenharia S/A - BASE";1;"Estrada do Imburo KM 06 - Sitio Sao Jose";Macae;RJ;(22)27919524;NULL;NULL;NULL;F;F;F;1;"Eng. Raimundo de Assis Lima Junior";NULL;19;NULL;NULL;NULL;NULL;NULL;NULL
240;"Baker Hughes do Brasil Ltda - PCP 1";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RJ;(22)27652505;NULL;NULL;NULL;F;F;F;1;"Sr. Arildo S. Santos";NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
241;"Brastech Serviços Tec. de Petroleo Ltda";1;"Av. Pref. Aristeu F. Silva, 1825 - Novo Cavaleiros";Macae;RJ;(22)27734747;NULL;NULL;NULL;F;F;F;1;"Sr. Salvador Longo";NULL;31;NULL;NULL;NULL;NULL;NULL;NULL
242;"Baker Hughes do Brasil Ltda - SS 45";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RJ;(22)27652505;NULL;NULL;NULL;F;F;F;1;"Sr. Arildo S. Santos";NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
243;"Fugro Marsat Serv. Sub. Ltda- Ocean S Pag";1;"Av. Pref. Aristeu F. Silva,1205 - N. Cavaleiros";Macae;RJ;(22)27733544;NULL;NULL;NULL;F;F;F;1;"SrÂª  Vanessa Ribeira";...;28;NULL;NULL;NULL;NULL;NULL;NULL
244;"Schulumberger Serv. de Pet. Ltda - W.S";1;"Rua Rodolfo David Gomes, S/N";Macae;RJ;"22 9986-1641";NULL;NULL;NULL;F;F;F;1;"Sra. Alessandra Silva";NULL;47;NULL;32319931001620;86324288;NULL;NULL;NULL
246;"Parque de Material BÃ?Â©lico";3;"Est. do GaleÃ?Â£o 855 - Ilha do Governador";"Rio de Janeiro";Rj;NULL;0;0.00;0.00;F;F;F;1;;NULL;67;NULL;NULL;NULL;NULL;NULL;NULL
247;"Pq. Material BÃ?Â?Ã?ÂÃ?Â?Ã?Â«Ã?Â?Ã?Â±lico (* Enco";1;"Est. do Galeao 855 - Ilha do Governador";"Rio de Janeiro";RJ;NULL;NULL;0.00;0.00;F;F;F;1;;NULL;67;NULL;NULL;NULL;NULL;NULL;NULL
248;"Central de Tratamento de Residuos";3;"Estrada de Adrianapolis, 5213";"Nova Iguaçu";RJ;(21)2666-6100;NULL;NULL;NULL;F;F;F;1;"Sr.  Adriana Felipetto";NULL;68;NULL;NULL;NULL;NULL;NULL;NULL
250;"Acergy Brasil S/A - T. Conqueror";1;"Av. Pref. Aristeu F. Silva, 1661 Novo Cavaleiros";Macae;RJ;"(22) 277399964";NULL;NULL;NULL;F;F;F;1;"Sr.Joubert Tomaz de Souza Jr";NULL;1;NULL;NULL;NULL;NULL;NULL;NULL
254;"Brasflex Tubos Flexiveis Ltda - Sunrise 2000";1;"Rua Maria Braga Lima, 62 - Cajueiros";Macae;RJ;"22) 2763-3924";NULL;NULL;NULL;F;F;F;1;"Sr.  Fabio Rocha";NULL;56;NULL;NULL;NULL;NULL;NULL;NULL
255;"Baker Hughes do Brasil Ltda - PCH 1";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RJ;(22)27652505;NULL;NULL;NULL;F;F;F;1;"Sr. Arildo S. Santos";NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
270;"Aces AluguÃ?Â?Ã?ÂÃ?Â?Ã?Â«Ã?Â?Ã?Â±is de Caixas Eq.";1;"Av. 01 S/NÃ?Â?Ã?ÂÃ?Â?Ã?Â¢Ã?Â?Ã?Â« Lt 256 Qd 07 BalneÃ?Â?Ã?ÂÃ?Â?Ã?Â«Ã?Â?Ã?Â¡rio";"Rio das Ostras";RJ;NULL;NULL;NULL;NULL;F;F;F;1;" SrÃ?Â?Ã?ÂÃ?Â?Ã?Â¢Ã?Â?Ã?Â¬  Maria do Socorro Pere";...;83;NULL;04952975000170;77906053;NULL;NULL;NULL
271;"Sealion do Brasil Navegaçao Ltda";1;"Estrada de Imboassica, 853 - Pq. de Tubos";Macae;RJ;"(22) 21051900";NULL;0.00;0.00;F;F;F;1;"Marco Melo";NULL;84;NULL;02873558000107;77213465;NULL;NULL;NULL
